@relation 'Music feature'

@attribute Id numeric
@attribute Description string
@attribute ConfigurationId string
@attribute WindowSize numeric
@attribute StepSize numeric
@attribute Dimensions numeric
@attribute Consider numeric

@data
204,'Chroma vector','',512,512,24,1
